7,4-6 Oct,2,1,p,12,19700115_005208-19700115_010753,49,1,11.1615,ce0bebdeceemfbbfbmmmmmemmmbmmemfbmmbdbbbdafmmmmmf,c,e,0,b,e,b,d,e,c,e,e,m,f,b,b,f,b,m,m,m,m,m,e,m,m,m,b,m,m,e,m,f,b,m,m,b,d,b,b,b,d,a,f,m,m,m,m,m,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,2,1,,12,19700115_015303-19700115_020642,123,2,34.0967,efbcc0eebbmfcdcdfbffcbcbcmdddmbbecb0ecfbbbbcbebbabbbammmmmmbbbfdcbbebbfbbbbbbbbbbbfbbbbbba0bbebbbbbfbbbbbbbmmcbbdbacmfdcb0f,e,f,b,c,c,0,e,e,b,b,m,f,c,d,c,d,f,b,f,f,c,b,c,b,c,m,d,d,d,m,b,b,e,c,b,0,e,c,f,b,b,b,b,c,b,e,b,b,a,b,b,b,a,m,m,m,m,m,m,b,b,b,f,d,c,b,b,e,b,b,f,b,b,b,b,b,b,b,b,b,b,b,f,b,b,b,b,b,b,a,0,b,b,e,b,b,b,b,b,f,b,b,b,b,b,b,b,m,m,c,b,b,d,b,a,c,m,f,d,c,b,0,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,2,1,,12,19700115_025254-19700115_030530,954,3,279.7164,b0b0b0b0emmbfmbfbefmmbfbefmbb0embfeffbmbb0b0b0b0eebeffmcmbmfmmebembbaabafbmmmmbebmb0beafdb0eebfmmebabmbbbb0edcmmbeebmfbefbbembb0ebmfde0ebbebemefefbfmbeeemfmbembebmmebedfmefbcbebebcbecfbmb0b0ecfbffabffebbfebef0cbmmbdmf0ebef0effbbebfcbbmbbamebbbemfemmeebmmffbambeb0bbmcbebbbdmmmmmbefb0be0ebbbebbmmbbfmbecmmmffembbbb0eebbbbfbffbdbbb0ebfbfbeefmbembcebe0bbebbaebmmmbebbeaf0fcmbmmecfbebdmmbeabbbbbebbbeefbbfcbb0effbcbbffbb0beeamd0ebbeffafemcmffemfebemm0eebeecb0cedfeebefeecbcmemfecbbbmmbbbbbfcfbfeemdfffmfeefbfeeebffdebbbbmfe0ebeedfd0feefefeccbfeeemm0befemfebfebbmefbmmfdmc0bebecbem0bdbefmmbcbdmbebcdmbdbebc0bcbdebmme0bebebb0cebabebbeebeebebcbem0ebdmmdedbebemef0cb0ecbce0ecefeeeemecbee0medefcbcccccecdcbeeecccccdcbdfecbemebdbceebeacbeb0fedbbe0cf0emfcdec0eecbebebfemammmmmmmmmmmmmmmbffb0eebfee0fe0e0cfdbeecmcebffdebfddbecfbbfbeefdbeecbefffebeefbmmmmmmmmmmebebfccecefdcbemb0eccecbcbbedcbeecbebf0bbeebeb0caaebebccbbecb0dcbebacf0edabbbbbfecbbabecb0bdbfbff0cbefdb0f,b,0,b,0,b,0,b,0,e,m,m,b,f,m,b,f,b,e,f,m,m,b,f,b,e,f,m,b,b,0,e,m,b,f,e,f,f,b,m,b,b,0,b,0,b,0,b,0,e,e,b,e,f,f,m,c,m,b,m,f,m,m,e,b,e,m,b,b,a,a,b,a,f,b,m,m,m,m,b,e,b,m,b,0,b,e,a,f,d,b,0,e,e,b,f,m,m,e,b,a,b,m,b,b,b,b,0,e,d,c,m,m,b,e,e,b,m,f,b,e,f,b,b,e,m,b,b,0,e,b,m,f,d,e,0,e,b,b,e,b,e,m,e,f,e,f,b,f,m,b,e,e,e,m,f,m,b,e,m,b,e,b,m,m,e,b,e,d,f,m,e,f,b,c,b,e,b,e,b,c,b,e,c,f,b,m,b,0,b,0,e,c,f,b,f,f,a,b,f,f,e,b,b,f,e,b,e,f,0,c,b,m,m,b,d,m,f,0,e,b,e,f,0,e,f,f,b,b,e,b,f,c,b,b,m,b,b,a,m,e,b,b,b,e,m,f,e,m,m,e,e,b,m,m,f,f,b,a,m,b,e,b,0,b,b,m,c,b,e,b,b,b,d,m,m,m,m,m,b,e,f,b,0,b,e,0,e,b,b,b,e,b,b,m,m,b,b,f,m,b,e,c,m,m,m,f,f,e,m,b,b,b,b,0,e,e,b,b,b,b,f,b,f,f,b,d,b,b,b,0,e,b,f,b,f,b,e,e,f,m,b,e,m,b,c,e,b,e,0,b,b,e,b,b,a,e,b,m,m,m,b,e,b,b,e,a,f,0,f,c,m,b,m,m,e,c,f,b,e,b,d,m,m,b,e,a,b,b,b,b,b,e,b,b,b,e,e,f,b,b,f,c,b,b,0,e,f,f,b,c,b,b,f,f,b,b,0,b,e,e,a,m,d,0,e,b,b,e,f,f,a,f,e,m,c,m,f,f,e,m,f,e,b,e,m,m,0,e,e,b,e,e,c,b,0,c,e,d,f,e,e,b,e,f,e,e,c,b,c,m,e,m,f,e,c,b,b,b,m,m,b,b,b,b,b,f,c,f,b,f,e,e,m,d,f,f,f,m,f,e,e,f,b,f,e,e,e,b,f,f,d,e,b,b,b,b,m,f,e,0,e,b,e,e,d,f,d,0,f,e,e,f,e,f,e,c,c,b,f,e,e,e,m,m,0,b,e,f,e,m,f,e,b,f,e,b,b,m,e,f,b,m,m,f,d,m,c,0,b,e,b,e,c,b,e,m,0,b,d,b,e,f,m,m,b,c,b,d,m,b,e,b,c,d,m,b,d,b,e,b,c,0,b,c,b,d,e,b,m,m,e,0,b,e,b,e,b,b,0,c,e,b,a,b,e,b,b,e,e,b,e,e,b,e,b,c,b,e,m,0,e,b,d,m,m,d,e,d,b,e,b,e,m,e,f,0,c,b,0,e,c,b,c,e,0,e,c,e,f,e,e,e,e,m,e,c,b,e,e,0,m,e,d,e,f,c,b,c,c,c,c,c,e,c,d,c,b,e,e,e,c,c,c,c,c,d,c,b,d,f,e,c,b,e,m,e,b,d,b,c,e,e,b,e,a,c,b,e,b,0,f,e,d,b,b,e,0,c,f,0,e,m,f,c,d,e,c,0,e,e,c,b,e,b,e,b,f,e,m,a,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,b,f,f,b,0,e,e,b,f,e,e,0,f,e,0,e,0,c,f,d,b,e,e,c,m,c,e,b,f,f,d,e,b,f,d,d,b,e,c,f,b,b,f,b,e,e,f,d,b,e,e,c,b,e,f,f,f,e,b,e,e,f,b,m,m,m,m,m,m,m,m,m,m,e,b,e,b,f,c,c,e,c,e,f,d,c,b,e,m,b,0,e,c,c,e,c,b,c,b,b,e,d,c,b,e,e,c,b,e,b,f,0,b,b,e,e,b,e,b,0,c,a,a,e,b,e,b,c,c,b,b,e,c,b,0,d,c,b,e,b,a,c,f,0,e,d,a,b,b,b,b,b,f,e,c,b,b,a,b,e,c,b,0,b,d,b,f,b,f,f,0,c,b,e,f,d,b,0,f
7,,2,1,,12,19700115_035245-19700115_040418,72,4,4.0117,emcc0fdfffccfbbfffcbm0ccfbcb0dcfbcccefccfbdcmmecbfbffccbd0fefcfffcbbfccc,e,m,c,c,0,f,d,f,f,f,c,c,f,b,b,f,f,f,c,b,m,0,c,c,f,b,c,b,0,d,c,f,b,c,c,c,e,f,c,c,f,b,d,c,m,m,e,c,b,f,b,f,f,c,c,b,d,0,f,e,f,c,f,f,f,c,b,b,f,c,c,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,2,1,,12,19700115_045236-19700115_050306,46,5,17.1154,bcf0dc0bf0ec0eeec0ccfdecddccc0afb0e0eed0emf0ee,b,c,f,0,d,c,0,b,f,0,e,c,0,e,e,e,c,0,c,c,f,d,e,c,d,d,c,c,c,0,a,f,b,0,e,0,e,e,d,0,e,m,f,0,e,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,2,1,,12,19700115_055227-19700115_060155,100,6,33.7837,ecbbccfebbecbbecbebebecb0fccfec0ebdcbecc0ccbedffccecddefeeefebfedebb0amef0ddebcbefecdfbbcbmcmbabbmmb,e,c,b,b,c,c,f,e,b,b,e,c,b,b,e,c,b,e,b,e,b,e,c,b,0,f,c,c,f,e,c,0,e,b,d,c,b,e,c,c,0,c,c,b,e,d,f,f,c,c,e,c,d,d,e,f,e,e,e,f,e,b,f,e,d,e,b,b,0,a,m,e,f,0,d,d,e,b,c,b,e,f,e,c,d,f,b,b,c,b,m,c,m,b,a,b,b,m,m,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,2,1,,12,19700115_201245-19700115_202637,51,7,14.3185,bfcba0bfemebcfmfebebbebb0ebcbecfbeedmmfbbmmmmabf0ff,b,f,c,b,a,0,b,f,e,m,e,b,c,f,m,f,e,b,e,b,b,e,b,b,0,e,b,c,b,e,c,f,b,e,e,d,m,m,f,b,b,m,m,m,m,a,b,f,0,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,2,1,,12,19700115_211333-19700115_212621,27,8,8.9093,eeemmmmbeebf0eeme0fedd0cccb,e,e,e,m,m,m,m,b,e,e,b,f,0,e,e,m,e,0,f,e,d,d,0,c,c,c,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,2,1,,12,19700115_221317-19700115_222605,42,9,13.0928,efebb0ceffb0f0abmbm0bebcmb0ecbecbebbffebfb,e,f,e,b,b,0,c,e,f,f,b,0,f,0,a,b,m,b,m,0,b,e,b,c,m,b,0,e,c,b,e,c,b,e,b,b,f,f,e,b,f,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,2,1,,12,19700115_23301-19700115_232549,53,10,10.7539,femm0e0cmdcccddbcmmmbdbcbbccbbfeddddbccdddddcdcdcccdd,f,e,m,m,0,e,0,c,m,d,c,c,c,d,d,b,c,m,m,m,b,d,b,c,b,b,c,c,b,b,f,e,d,d,d,d,b,c,c,d,d,d,d,d,c,d,c,d,c,c,c,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,4-6 oct,2,1,n,11,19700115_013601-19700115_014425,39,1,10.6805,edbbebbbfbbbmmmmaaabmmbfbbbbbeccbbdbbam,e,d,b,b,e,b,b,b,f,b,b,b,m,m,m,m,a,a,a,b,m,m,b,f,b,b,b,b,b,e,c,c,b,b,d,b,b,a,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
